,name,duration,rating,review
342,Mas Dinnu,6 years ago,5 stars,Unique and Traditional Place . You will see the king's of yogyakarta place and the history of the palace. If you lucky so can see the traditional dance at the main hall
343,qyarra godinho,6 years ago,5 stars,Because this is calm old city in Indonesia with calm nice people
344,dr. Annisa Nurul Arofah,4 years ago,5 stars,"Beautiful culture, kind person, make sure to naik becak, the driver will show you newly open, discount, and good place with a great rate"
345,Backpacker Kawah Ijen,4 years ago,5 stars,"Ngayogyakarta Hadiningrat Palace) is the official palace of the Ngayogyakarta Hadiningrat Sultanate which is now located in Yogyakarta City, Special Region of Yogyakarta, Indonesia. Although the sultanate officially became part of the Republic of Indonesia in 1950, the complex of the palace building still functions as the residence of the sultan and his courtiers who still carry out the tradition of the sultanate to this day. This palace is now also one of the attractions in the city of Yogyakarta. Some of the palace complexes are museums that hold various collections belonging to the sultanate, including various gifts from European kings, replicas of palace heirlooms, and gamelan. In terms of the building, this palace is one of the best examples of Javanese palace architecture, has luxurious halls and fields and a large pavilion."
346,Belia eka w,3 years ago,5 stars,Heritage is the best treasure of the nation 👌👌 …
347,Joni Subroto,7 years ago,5 stars,The Palace of Jogjakarta is really nice. When you come here you would feel like in empire era of Jogjakarta in about 18th century ago. Historical place!
348,Frisca Widyaningrum,5 years ago,5 stars,Sultan Palace provides you many information about Yogyakarta heritage and culture. Sometimes there are some cultural performances which you can enjoy and learn
349,Nurul Huda fadillah,a year ago,5 stars,"I went there, but it closed on monday. Still in renovation. But i think its a good place"
350,Sunnie,3 years ago,5 stars,It's historical place! Can't be less than perfect lmao. If only they do better maintenance it will be awesome tho.
351,laypaulina lay,5 years ago,5 stars,"Kraton, we walk around Kraton, on special event, they do ceremony in here"
352,Patrick Darmawan,4 years ago,5 stars,"Great place to learn culture. We must come in the morning, because in the afternoon, many buildings that already close for public."
353,aditiya prasetiya,4 years ago,5 stars,"An interesting place to visit, study Yogyakarta culture more deeply, watch the gamelan performance, friendly society, and the architecture of ancient buildings that are still preserved uniqueness"
354,ruddy tan,5 years ago,5 stars,"If you would like to learn more about the palace, which is an active Residence of the current yogya sultan, a king, a guide is a must. I found out they are very knowledgeable."
355,Bayu Pawitra Brodjonegoro,7 years ago,5 stars,"It's a very interesting place for knowing the Yogyakarta history.. Pick a guide, they tell you so many things.."
356,Tutafale,4 years ago,5 stars,"I am so speechless, wonderfull palace.."
357,Sadruddin Hunzai,3 months ago,5 stars,Best place to visit
358,Nurul Khasanah,4 years ago,5 stars,Nice place to trip
359,Primasw Setia,3 years ago,5 stars,This is important place if you visit jogjakarta. Have many history of keraton jogja. U can use guide here with cheap price. But you must know this place have rule. You can not using hat in this place.
360,Pitsky Putsky,3 years ago,5 stars,Great historical kindom of Yogyakarta. The vibe is good. And it fulls with philpsophy. One of the main tourist deatinations in Yogyalarta.
361,Arif xPander,a year ago,5 stars,"The best Palace in Java. Need more information about Karaton Jogja?, follow his Twitter account"
362,Mena Ibrahim,5 years ago,5 stars,I've been to this place several times... And still it thrills me... 😊historical banget tempat nya... It Could take us to think about the life of the kings there...in the past of course...😊 …
363,zul fikar,2 years ago,5 stars,True mistical area.... all mitological come from hope all jogja people to their Sultan... praying and serving make this place always welcome to new hope
364,Casper van Leeuwen,9 months ago,5 stars,Cool place to learn something about the history of the sultan
365,aiteaiteaite,4 years ago,5 stars,Magnificent place! The traditional puppet show was amazing. You must try visit this place once in a while.
366,LT Consultancy Penang Old Account,3 years ago,5 stars,A well organised tour route.
367,Agra Gautama,4 years ago,5 stars,"Good historical palace, i recommend to hire guide so you can feel the ambience and the philosophy behind the building"
368,Lee Mytton,5 years ago,5 stars,Amazing local history lesson!  Batik making on show Wednesdays is wonderful.  Highly recommended.
369,Aulia Farra Maharani Uun,4 years ago,5 stars,Cheap ticket and awesome place
370,Nadia Ratna Afifah,5 years ago,5 stars,"You can enjoy great experience by visiting this palace. There are also many events hold by Keraton, like Grebeg Ceremony, etc."
371,durotul muntafiah,4 years ago,5 stars,Nice place to visit
372,Anton Lasdianto,4 years ago,5 stars,The best living heritage in Indonesia
373,Bob Heiwa,3 years ago,5 stars,"This place is a beautiful cultural palace that really impressive and fascinating.

Hospitality and sweet smile is always here in this place."
374,Darmayanti Dian,3 years ago,5 stars,"Beautiful place, but I don't know whats the function of the little garden cover with a big house plastic 😐 …"
375,Marsya Nisrina,4 years ago,5 stars,I loved the traditional feels.
376,harsa permata,4 years ago,5 stars,"Usually, there are so many tent stalls at Alun-alun on the evening, which sell a variety of delicious foods."
377,J Galih,3 years ago,5 stars,Proud of Indonesian society!
378,dwi audit,3 years ago,5 stars,"Kingdom palace of Yogyakarta, please take a local guide for further understanding. Respect the Abdi Dalem (King's Servant) by asking before taking photos."
379,Nooriani Dessy,4 years ago,5 stars,I came here for the dance show(?). It was soooo good. I continued with a little wander-around of the place and it has a lot of things that may amaze you.
380,Khairul Ghani,4 years ago,5 stars,Historical and preserve with friendly guide
381,Mona HjKamal (Ummi Hakimi),2 months ago,5 stars,Good and knowledgeable 🥰 …
382,Ardian Perdana Putra,6 years ago,5 stars,Yesterday I found an interesting fact that I am still have inheritance from the royal family of Keraton Yogyakarta Hadiningrat. I hope someday I'll have a chance to visit this palace.
383,Dina Adrianingtiyas,5 years ago,5 stars,"This place is good to learn about the palace. There are many museum, traditional music, and sometime traditional dance"
384,Ivan Hansen,5 years ago,5 stars,Historical place and there’s a big door on the inside that only open 3 times a year (during Moslem’s Holiday)
385,Benedict Benjamin,2 years ago,5 stars,So many love there
386,Bunga Aisyah,3 years ago,5 stars,Such a nice place to visit
387,fnaljh,3 years ago,5 stars,iconic from Yogyakarta. must visits :)
388,subaedah bahri,3 years ago,5 stars,My sist my partner trip
389,Frankly Christober Pamian,5 years ago,5 stars,"One of many place to visit when you in yogyakarta. You can learn javanesse culture here, watch javanesse traditional dance, enjoy the building architecture, and many more."
390,Graham Rodda,7 years ago,5 stars,Great experience! The entrance is on the west side near the clock. Guide was very dignified and proud.
391,Afia Rosdiana,3 years ago,5 stars,Beautiful historical place.
